32000 1944 2 0 1024
32000 2092 2 0 1024
33000 2190 2 0 1024
40000 2224 2 0 1024
32000 2447 2 0 1024
32000 2800 2 0 1024
32000 2854 2 0 1024
32000 2817 2 0 1024
32999 2835 2 0 1024
32000 2513 2 0 1024
40000 16193 1 0 1024
32000 2619 2 0 1024
32000 2919 2 0 1024
32000 2661 2 0 1024
32999 2493 2 0 1024
32000 2735 2 0 1024
32000 2524 2 0 1024
40000 2573 2 0 1024
32000 2629 2 0 1024
32000 2774 2 0 1024
32999 2707 2 0 1024
32000 2443 2 0 1024
32000 2640 2 0 1024
40000 2721 2 0 1024
32000 2525 2 0 1024
32999 2258 2 0 1024
32000 1741 2 0 1024
32000 1922 2 0 1024
32999 2552 2 0 1024
31000 2990 2 0 1024
39999 2890 2 0 1024
33000 2863 2 0 1024
32000 2754 2 0 1024
32000 2570 2 0 1024
32000 2004 2 0 1024
32000 1598 2 0 1024
32000 1840 2 0 1024
40999 2098 2 0 1024
32000 2167 2 0 1024
32000 2021 2 0 1024
33000 15780 1 0 1024
30999 1775 2 0 1024
32000 1982 2 0 1024
33000 1919 2 0 1024
39999 2132 2 0 1024
32000 2393 2 0 1024
32000 2727 2 0 1024
35000 3129 2 0 1024
29999 3368 2 0 1024
32000 3267 2 0 1024
32000 3127 2 0 1024
40000 2948 2 0 1024
32999 2767 2 0 1024
31000 2750 2 0 1024
32999 2810 2 0 1024
32000 2703 2 0 1024
32000 2691 2 0 1024
32000 2476 2 0 1024
39999 2203 2 0 1024
32000 2364 2 0 1024
33000 2655 2 0 1024
32000 2653 2 0 1024
32000 2391 2 0 1024
32000 2079 2 0 1024
32000 2337 2 0 1024
39999 2567 2 0 1024
32999 2611 2 0 1024
32000 2141 2 0 1024
32000 2109 2 0 1024
32000 1896 2 0 1024
0 1896 2 0 1024
