2000 15876 1 0 1024
47000 1223 2 0 1024
35000 1116 2 0 1024
18999 937 2 0 1024
37000 1163 2 0 1024
37999 1168 2 0 1024
37000 1079 2 0 1024
19000 1234 2 0 1024
38000 1290 2 0 1024
37999 1388 2 0 1024
36999 1230 2 0 1024
37000 1383 2 0 1024
19000 1727 2 0 1024
36999 2016 2 0 1024
37999 2387 2 0 1024
38000 3010 2 0 1024
18000 3526 2 0 1024
34999 3753 2 0 1024
32000 3946 2 0 1024
32000 3897 2 0 1024
41000 3644 2 0 1024
31999 3300 2 0 1024
32000 2789 2 0 1024
32000 2589 2 0 1024
32000 2652 2 0 1024
32999 2405 2 0 1024
72000 2478 2 0 1024
0 2833 2 0 1024
47999 3189 2 0 1024
47999 3339 2 0 1024
1000 16123 1 0 1024
58000 2897 2 0 1024
62999 2821 2 0 1024
0 2738 2 0 1024
12000 2886 2 0 1024
36999 3105 2 0 1024
38000 3097 2 0 1024
37000 3138 2 0 1024
18999 3156 2 0 1024
38000 3057 2 0 1024
36999 3008 2 0 1024
38000 2666 2 0 1024
36999 2390 2 0 1024
19000 2173 2 0 1024
38000 2349 2 0 1024
36999 2430 2 0 1024
38000 2563 2 0 1024
18000 2780 2 0 1024
38000 2592 2 0 1024
37999 2156 2 0 1024
37000 1459 2 0 1024
36999 1312 2 0 1024
19000 1622 2 0 1024
168999 1919 2 0 1024
0 2151 2 0 1024
1000 2196 2 0 1024
223999 2146 2 0 1024
119000 1690 2 0 1024
25999 2380 2 0 1024
32000 2599 2 0 1024
172000 15689 1 0 1024
32000 2478 2 0 1024
32000 2493 2 0 1024
32000 2430 2 0 1024
32000 2416 2 0 1024
32999 2276 2 0 1024
32000 2721 2 0 1024
32000 2672 2 0 1024
32000 2927 2 0 1024
42999 3246 2 0 1024
35000 3456 2 0 1024
32000 3685 2 0 1024
32000 3551 2 0 1024
32000 3322 2 0 1024
24000 2418 2 0 1024
24999 2350 2 0 1024
24000 2775 2 0 1024
32000 3111 2 0 1024
32000 3340 2 0 1024
32000 3348 2 0 1024
88999 3301 2 0 1024
32000 2889 2 0 1024
24000 2435 2 0 1024
25999 2422 2 0 1024
22000 2564 2 0 1024
32999 3132 2 0 1024
32000 3179 2 0 1024
24000 3039 2 0 1024
24000 2966 2 0 1024
24000 3046 2 0 1024
129000 15938 1 0 1024
24000 2485 2 0 1024
24000 2867 2 0 1024
24000 2887 2 0 1024
23999 2960 2 0 1024
32000 3168 2 0 1024
24000 3046 2 0 1024
24000 2568 2 0 1024
17000 1929 2 0 1024
23999 2085 2 0 1024
16000 1934 2 0 1024
24000 2178 2 0 1024
16000 2034 2 0 1024
24000 2310 2 0 1024
32000 3098 2 0 1024
32999 3288 2 0 1024
32000 3131 2 0 1024
25000 2795 2 0 1024
22999 2999 2 0 1024
24000 2962 2 0 1024
24000 2700 2 0 1024
25000 2601 2 0 1024
22999 2679 2 0 1024
24000 2485 2 0 1024
25000 2514 2 0 1024
24000 2336 2 0 1024
24000 2061 2 0 1024
16000 1853 2 0 1024
16000 1439 2 0 1024
16000 1286 2 0 1024
128999 15681 1 0 1024
16000 1653 2 0 1024
16000 2014 2 0 1024
16000 1871 2 0 1024
16000 1718 2 0 1024
16000 1873 2 0 1024
17000 1845 2 0 1024
16000 1748 2 0 1024
14999 1840 2 0 1024
24999 2226 2 0 1024
24000 2167 2 0 1024
24000 2351 2 0 1024
24000 2272 2 0 1024
24000 2110 2 0 1024
24000 2407 2 0 1024
32000 3219 2 0 1024
32000 3502 2 0 1024
33000 3350 2 0 1024
32000 3124 2 0 1024
24000 2809 2 0 1024
24000 2951 2 0 1024
24000 2647 2 0 1024
24999 2262 2 0 1024
23000 2080 2 0 1024
24999 2150 2 0 1024
24000 2159 2 0 1024
16000 2035 2 0 1024
24000 2092 2 0 1024
16000 1948 2 0 1024
16000 2047 2 0 1024
129000 16002 1 0 1024
24000 2279 2 0 1024
24000 2653 2 0 1024
24000 2690 2 0 1024
24000 2772 2 0 1024
24000 2738 2 0 1024
25999 2934 2 0 1024
110999 2950 2 0 1024
32000 2707 2 0 1024
33000 2728 2 0 1024
32000 2422 2 0 1024
32000 2513 2 0 1024
32000 2694 2 0 1024
32000 2659 2 0 1024
32000 2464 2 0 1024
21999 1983 2 0 1024
20999 1758 2 0 1024
20999 1848 2 0 1024
22000 1876 2 0 1024
20999 1699 2 0 1024
22000 1649 2 0 1024
20999 1646 2 0 1024
22000 1513 2 0 1024
20999 1285 2 0 1024
22000 1193 2 0 1024
20999 1430 2 0 1024
32000 1740 2 0 1024
32000 1903 2 0 1024
35000 2163 2 0 1024
32000 2220 2 0 1024
96999 15794 1 0 1024
16000 1893 2 0 1024
24000 2075 2 0 1024
16000 1838 2 0 1024
16000 1672 2 0 1024
32000 1631 2 0 1024
33000 1730 2 0 1024
32000 2064 2 0 1024
31999 2075 2 0 1024
32000 1748 2 0 1024
32000 2120 2 0 1024
40000 1548 2 0 1024
33000 1355 2 0 1024
32000 1306 2 0 1024
32000 1466 2 0 1024
32000 1640 2 0 1024
32000 1537 2 0 1024
32000 1685 2 0 1024
40999 1991 2 0 1024
32000 1995 2 0 1024
32000 1871 2 0 1024
32000 2070 2 0 1024
32000 2042 2 0 1024
33000 1876 2 0 1024
32000 1788 2 0 1024
40000 1860 2 0 1024
32000 1995 2 0 1024
32000 2383 2 0 1024
32000 2672 2 0 1024
32999 2675 2 0 1024
32000 15852 1 0 1024
32000 2610 2 0 1024
40000 2760 2 0 1024
32000 2849 2 0 1024
32000 2902 2 0 1024
33000 3009 2 0 1024
32000 3067 2 0 1024
32000 3134 2 0 1024
32000 3025 2 0 1024
40000 3038 2 0 1024
32999 2913 2 0 1024
32000 2794 2 0 1024
32000 2818 2 0 1024
32000 2733 2 0 1024
32000 2679 2 0 1024
32000 2544 2 0 1024
41000 2584 2 0 1024
32000 2262 2 0 1024
32000 2395 2 0 1024
31999 2189 2 0 1024
